"ID","Description","IATA_CODE","FIVE_CODE"
468,"Barahona, Dominican Republic: Barahona Habanero","BRX",10755
469,"Baramita, Guyana: Baramita Airport","BMJ",10686
470,"Baranof, AK: Warm Spring Bay Seaplane Base","BNF",10697
471,"Barbados/Bridgetown, Barbados: Grantley Adams International","BGI",10575
472,"Barbuda, Antigua and Barbuda: Cocoa Point","BBQ",10499
473,"Barcaldine, Australia: Barcaldine Airport","BCI",10513
474,"Barcelona, Spain: Barcelona-El Prat","BCN",10517
475,"Barcelona, Venezuela: General Jose Antonio Anzoategui International","BLA",10658
476,"Barcelonnette, France: Barcelonnette Airport","BAE",10477
477,"Barcelos, Brazil: Barcelos Airport","BAZ",16460
478,"Bardstown, KY: Samuels Field","BRY",10756
479,"Bardufoss, Norway: Bardufoss Airport","BDU",10537
480,"Bari, Italy: Bari Airport","BRI",10742
481,"Barinas, Venezuela: Barinas Airport","BNS",10704
482,"Barnaul, Russia: Barnaul Airport","BAX",10491
483,"Barnwell, SC: Barnwell Regional","BNL",10701
484,"Barquisimeto, Venezuela: Barquisimeto International","BRM",10745
485,"Barra del Colorado, Costa Rica: Barra del Colorado Airport","BCL",10515
486,"Barra, United Kingdom: Barra Airport","BRR",10749
487,"Barranca de Upia, Colombia: Barranca de Upia Airport","BAC",10475
488,"Barrancabermeja, Colombia: Yariguies","EJA",11520
489,"Barranquilla, Colombia: Ernesto Cortissoz","BAQ",10486
490,"Barreiras, Brazil: Barreiras Airport","BRA",10737
491,"Barretos, Brazil: Chafei Amsei","BAT",16388
492,"Barrow, AK: Ice Strip","A96",10108
493,"Barrow, AK: Ice Strip","A96",10109
494,"Barrow, AK: Ice Strip","A96",10107
495,"Barrow, AK: Ice Strip","A95",10108
496,"Barrow, AK: Ice Strip","A95",10109
497,"Barrow, AK: Ice Strip","A95",10107
498,"Barrow, AK: Ice Strip","A94",10108
499,"Barrow, AK: Ice Strip","A94",10109
500,"Barrow, AK: Ice Strip","A94",10107
501,"Barrow, AK: Wiley Post/Will Rogers Memorial","BRW",10754
502,"Barter Island, AK: Barter Island Airport","BTI",10775
503,"Bartica, Guyana: Bartica Airport","GFO",11901
504,"Bartlesville, OK: Bartlesville Municipal","BVO",10811
505,"Bartlett Cove, AK: Bartlett Cove Seaplane Base","BQV",10735
506,"Bartletts, AK: Bartletts Airport","A2K",10770
507,"Bartletts, AK: Bartletts Airport","BSZ",10770
508,"Bartow, FL: Bartow Municipal","BOW",10722
509,"Basankusu, Congo (Kinshasa): Basankusu Airport","BSU",10768
510,"Basco, Philippines: Basco Airport","BSO",10764
511,"Basra, Iraq: Basrah International","BSR",10766
512,"Basse Terre, Guadeloupe: Baillif","BBR",10500
513,"Bastia, France: Bastia Poretta","BIA",10611
514,"Bata, Equatorial Guinea: Bata Airport","BSG",10760
515,"Batavia, NY: Genesee County","GVQ",12029
516,"Batesville, AR: Batesville Regional","BVX",10814
517,"Batesville, MS: Panola County","MS4",16743
518,"Bathurst Island, Australia: Bathurst Island Airport","BRT",10751
519,"Bathurst, Australia: Bathurst Airport","BHS",10604
520,"Bathurst, Canada: Bathurst Airport","ZBF",16288
521,"Batman, Turkey: Batman Airport","BAL",10483
522,"Batna, Algeria: Mostepha Ben Boulaid","BLJ",10667
523,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","BTR",10781
524,"Batouri, Cameroon: Batouri Airport","OUR",13977
525,"Batticaloa, Sri Lanka: Batticaloa Airport","BTC",10772
526,"Battle Creek, MI: W K Kellogg","BTL",10778
527,"Battle Mountain, NV: Battle Mountain Airport","BAM",10484
528,"Batu Besar, Indonesia: Batu Besar Airport","BTH",10774
529,"Batumi, Georgia: Batumi Airport","BUS",10801
530,"Baucau, Timor-Leste: Cakung","BCH",10512
531,"Baudette, MN: Baudette International","BDE",10523
532,"Bauru, Brazil: Bauru-Arealva","BAU",10489
533,"Bawan, Papua New Guinea: Bawan Airport","BWJ",10822
534,"Bay City, TX: Bay City Municipal","BBC",10494
535,"Bay St. Louis, MS: Stennis International","UXP",15530
536,"Bayan Lepas, Malaysia: Penang International","PEN",14068
537,"Bayankhongor, Mongolia: Bayankhongor Airport","BYN",16481
538,"Bayou La Batre, AL: Roy E. Ray","IRV",12379
539,"Bayreuth, Germany: Bayreuth Airport","BYU",10843
540,"Bear Creek, AK: Bear Creek Airport","BCC",10509
541,"Bear Fish Camp, AK: Bear Fish Camp Airport","AK2",16490
542,"Bear Lake, AK: Johnsons Landing","A56",10069
543,"Bearskin Lake, Canada: Bearskin Lake Airport","XBE",15902
544,"Beatrice, NE: Beatrice Municipal","BIE",10614
545,"Beatty, NV: Beatty Airport","BTY",10786
546,"Beaufort, NC: Michael J. Smith Field","NC7",16510
547,"Beaufort, SC: Beaufort County","BFT",10569
548,"Beaufort, SC: Beaufort MCAS","SC1",14706
549,"Beaumont/Port Arthur, TX: Jack Brooks Regional","BPT",10728
550,"Beauvais, France: Beauvais Tille","BVA",10807
551,"Beaver Creek, Canada: Beaver Creek Airport","YXQ",16248
552,"Beaver Falls, PA: Beaver County","BFP",10565
553,"Beaver Inlet, AK: Beaver Inlet Seaport","BVD",10809
554,"Beaver, AK: Beaver Airport","WBQ",15725
555,"Beckley, WV: Raleigh County Memorial","BKW",10654
556,"Bedford, IN: Virgil I Grissom Municipal","BFR",10567
557,"Bedford, MA: Laurence G Hanscom Field","BED",10540
558,"Bedford, PA: Bedford County","PA2",14001
559,"Bedourie, Australia: Bedourie North","BEU",10552
560,"Bedwell Harbour, Canada: Bedwell Harbour Water Aerodrome","YBW",16599
561,"Beersheba, Israel: Teyman","BEV",10553
562,"Beica, Ethiopia: Beica Airport","BEI",10544
563,"Beida, Libya: El Beida","LAQ",12887
564,"Beihai, China: Beihai Airport","BHY",10609
565,"Beihan, Yemen: Beihan Airport","BHN",10600
566,"Beijing, China: Capital International","PEK",14066
567,"Beira, Mozambique: Beira Airport","BEW",10554
568,"Beirut, Lebanon: Rafic Hariri International","BEY",10555
569,"Bekily, Madagascar: Bekily Airport","OVA",13978
570,"Belaga, Malaysia: Belaga Airport","BLG",10664
571,"Belem, Brazil: Val de Cans International","BEL",10545
572,"Belen, NM: Belen Municipal","NM1",16635
573,"Belfast, ME: Belfast Municipal","ME3",16540
574,"Belfast, United Kingdom: Belfast Aldergrove","BFS",10568
575,"Belfast, United Kingdom: Belfast City","BHD",10591
576,"Belfort, France: Fontaine","BOR",10720
577,"Belgaum, India: Belgaum Airport","IXG",12421
578,"Belgrade, Serbia: Beograd","BEG",10542
579,"Belize City, Belize: Belize Municipal","TZA",15414
580,"Belize City, Belize: Philip S. W. Goldson International","BZE",10846
581,"Bell Creek, AK: Bell Creek Airport","A11",10024
582,"Bell Island, AK: Bell Island Hot Springs Seaplane Base","KBE",12622
583,"Bella Bella, Canada: Denny Island","ZEL",16295
584,"Bella Coola, Canada: Bella Coola Airport","QBC",14355
585,"Bella Union, Uruguay: Bella Union Airport","BUV",10803
586,"Bellaire, MI: Antrim County","ACB",10149
587,"Bellavista, Peru: Bellavista 1","BLP",10672
588,"Belle Chasse, LA: Southern Seaplane","BCS",10518
589,"Bellefontaine, OH: Bellefontaine Regional","OH2",13834
590,"Belleville, IL: Scott AFB/MidAmerica","BLV",10676
591,"Bellingham, WA: Bellingham International","BLI",10666
592,"Belmar/Farmingdale, NJ: Monmouth Executive","BLM",10670
593,"Belo Horizonte, Brazil: Belo Horizonte Metropolitan Area","BHZ",10610
594,"Belo Horizonte, Brazil: Pampulha Carlos Drummond de Andrade","PLU",14155
595,"Belo Horizonte, Brazil: Tancredo Neves International","CNF",11082
596,"Belo, Madagascar: Belo Sur Tsiribihina","BMD",10681
597,"Beloit/Janesville, WI: Southern Wisconsin Regional","JVL",12571
598,"Beluga, AK: Beluga Airport","BVU",16390
599,"Bemidji, MN: Bemidji Regional","BJI",10631
600,"Bemidji, MN: Nary National Shefland Field","VWL",15657
601,"Benbecula, United Kingdom: Benbecula Airport","BEB",10539
602,"Bend, OR: Bend Municipal","OR4",16560
603,"Bend/Redmond, OR: Roberts Field","RDM",14489
604,"Benghazi, Libya: Benina International","BEN",10547
605,"Bengkulu, Indonesia: Fatmawati Soekarno","BKS",10652
606,"Benguela, Angola: 17 de Setembro","BUG",10793
607,"Beni Suef, Egypt: Beni Suef Airport","EG3",11500
608,"Benin City, Nigeria: Benin City Airport","BNI",10699
609,"Bennettsville, SC: Bennettsville Airport","WBS",15727
610,"Bennington, VT: William H. Morse State","JZU",12599
611,"Benton Harbor/St. Joseph, MI: Southwest Michigan Regional","BEH",10543
612,"Bentonville, AR: Bentonville Municipal Louise M Thaden Field","AR3",16738
613,"Bequia, Saint Vincent and the Grenadines: J. F. Mitchell","BQU",10734
614,"Berane, Montenegro: Berane Airport","IVG",12408
615,"Berbera, Somalia: Berbera International","BBO",10498
616,"Berberati, Central African Republic: Berberati Airport","BBT",10502
617,"Berdyansk, Ukraine: Berdyansk Airport","ERD",11575
618,"Berens River, Canada: Berens River Airport","YBV",16012
619,"Bergamo, Italy: Bergamo Orio Al Serio","BGY",10587
620,"Bergen, Norway: Flesland","BGO",10579
621,"Bergerac, France: Bergerac Roumaniere","EGC",11502
622,"Berlin, Germany: Berlin Metropolitan Area","BER",10549
623,"Berlin, Germany: Schonefeld","SXF",15081
624,"Berlin, Germany: Tegel","TXL",15402
625,"Berlin, Germany: Tempelhof","THF",15197
626,"Berlin, NH: Berlin Regional","BML",10687
627,"Berlin, NJ: Camden County","NJ1",13685
628,"Bermuda Dunes, CA: Bermuda Dunes Airport","UDD",15434
629,"Bernard, ID: Bernard Usfs","VWP",15661
630,"Berne, Switzerland: Bern/Belp","BRN",10746
631,"Berry Island, Canada: Farewell Harbour","BC2",16600
632,"Bertoua, Cameroon: Bertoua Airport","BTA",10771
633,"Bessemer, AL: Bessemer Airport","EKY",11527
634,"Bethel, AK: Bethel Airport","BET",10551
635,"Bethel, AK: Ice Kong","AA1",10113
636,"Bethel, ME: Bethel Regional","ME5",16627
637,"Bethel2, ME: Cole Dyke","ME6",16633
638,"Betioky, Madagascar: Betioky Airport","BKU",10653
639,"Bettles, AK: Bettles Airport","BTT",10783
640,"Beverly, MA: Beverly Municipal","BVY",10815
641,"Beziers, France: Beziers Vias","BZR",10851
642,"Bhadrapur/Chandragadhi, Nepal: Chandragadhi","BDP",10533
643,"Bhairawa, Nepal: Gautam Buddha","BWA",10816
644,"Bhamo, Burma: Banmaw","BMO",10689
645,"Bharatpur, Nepal: Bharatpur Airport","BHR",10603
646,"Bhavnagar, India: Bhavnagar Airport","BHU",10606
647,"Bhopal, India: Raja Bhoj","BHO",10601
648,"Bhubaneswar, India: Bhubaneswar Airport","BBI",10497
649,"Bhuj, India: Bhuj Airport","BHJ",10596
650,"Biak, Indonesia: Manuhua","BIK",10619
651,"Bialla, Papua New Guinea: Bialla Airport","BAA",10473
652,"Biarritz, France: Biarritz Pays Basque","BIQ",10625
653,"Bible Camp, AK: Bible Camp Airport","OQB",13902
654,"Biddeford, ME: Biddeford Municipal","B19",10471
655,"Big Bay Marina, Canada: Big Bay Marina Airport","YIG",16088
656,"Big Bay, AK: Big Bay Airport","A50",10063
657,"Big Bear City, CA: Big Bear City Airport","RBF",14466
658,"Big Creek, AK: Big Creek Airport","BIC",10612
659,"Big Delta, AK: Allen AAF","BIG",10616
660,"Big Lake, AK: Big Lake Airport","BGQ",10580
661,"Big Mountain, AK: Big Mountain AFS","BMX",10692
662,"Big Piney, WY: Miley Memorial Field","BPI",16521
663,"Big Port Walter, AK: Big and Little Port Walter","PWR",14322
664,"Big Rapids, MI: Roben-Hood","WBR",15726
665,"Big River, AK: Big River Airport","A85",10098
666,"Big Spring, TX: Big Spring McMahon-Wrinkle","BGS",10582
667,"Big Spring, TX: Howard County","HCA",12085
668,"Big Trout Lake, Canada: Big Trout Lake Airport","YTL",16207
669,"Bikini Atoll, Marshall Islands: Bikini Atoll Airport","BII",10618
670,"Bilbao, Spain: Bilbao Airport","BIO",10623
671,"Billings, MT: Billings Logan International","BIL",10620
672,"Billund, Denmark: Billund Airport","BLL",10669
673,"Biloela, Australia: Biloela (Thangool)","ZBL",15198
674,"Biloela, Australia: Biloela (Thangool)","ZBL",16289
675,"Biloela, Australia: Biloela (Thangool)","THG",15198
676,"Biloela, Australia: Biloela (Thangool)","THG",16289
677,"Biloxi, MS: Keesler AFB","BIX",10629
678,"Bimini, The Bahamas: Bimini International","BIM",10621
679,"Bimini, The Bahamas: North Seaplane Base","NSB",13746
680,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field","BGM",10577
681,"Bintulu, Malaysia: Bintulu Airport","BTU",10784
682,"Birao, Central African Republic: Birao Airport","IRO",12376
683,"Biratnagar, Nepal: Biratnagar Airport","BIR",10626
684,"Birch Creek, AK: Birch Creek Airport","KBC",12621
685,"Bird Island, Seychelles: Bird Island Airport","BDI",10526
686,"Birdsville, Australia: Birdsville Airport","BVI",10810
687,"Birmingham, AL: Birmingham-Shuttlesworth International","BHM",10599
688,"Birmingham, United Kingdom: Birmingham Airport","BHX",10608
689,"Bisbee, AZ: Bisbee Municipal","BSQ",10765
690,"Bisha, Saudi Arabia: Bisha Airport","BHH",10594
691,"Bishkek, Kyrgyzstan: Manas","FRU",11771
692,"Bishop, CA: Bishop Airport","BIH",10617
693,"Biskra, Algeria: Mohamed Khider","BSK",10761
694,"Bislig, Philippines: Bislig Airport","BPH",10725
695,"Bismarck/Mandan, ND: Bismarck Municipal","BIS",10627
696,"Bissau, Guinea-Bissau: Osvaldo Vieira","OXB",13986
697,"Bitam, Gabon: Bitam Airport","BMM",10688
698,"Black River Falls, WI: Black River Falls Area","WI1",15760
699,"Blackall, Australia: Blackall Airport","BKQ",10651
700,"Blackbushe, United Kingdom: Blackbushe Airport","BBS",10501
701,"Blackfoot, ID: McCarley Field","XWL",15945
702,"Blackpool, United Kingdom: Blackpool Airport","BLK",10668
703,"Blacksburg, VA: Virginia Tech/Montgomery Executive","BCB",10508
704,"Blackwater, Australia: Blackwater Airport","BLT",10675
705,"Blagoveschensk, Russia: Blagoveshchensk","BQS",10733
706,"Blaine, WA: Blaine Municipal","BWS",10825
707,"Blair, NE: Blair Municipal","NE2",13646
708,"Blairstown, NJ: Blairstown Airport","1N7",10012
709,"Blakely Island, WA: Blakely Island Airport","BYW",10844
710,"Blanc Sablon, Canada: Blanc Sablon Airport","YBX",16013
711,"Blanding, UT: Blanding Municipal","BDG",10524
712,"Blantyre, Malawi: Chileka International","BLZ",10677
713,"Blear Lake, AK: Blear Lake Airport","A53",10066
714,"Blenheim, New Zealand: Woodbourne","BHE",10592
715,"Blind Channel, Canada: Blind Channel Water Aerodrome","B2C",16650
716,"Bliss Landing, Canada: Bliss Landing Water Aerodrome","BC3",16601
717,"Block Island, RI: Block Island State","BID",10613
718,"Bloemfontein, South Africa: Bram Fischer International","BFN",10563
719,"Blonduos, Iceland: Blonduos Airport","BLO",10671
720,"Bloomington, IN: Monroe County","BMG",10683
721,"Bloomington/Normal, IL: Central Illinois Regional","BMI",10685
722,"Blue Bell, PA: Wings Field","BBX",10504
723,"Blue Fox Bay, AK: Blue Fox Bay Airport","BFB",10556
724,"Bluefields, Nicaragua: Bluefields Airport","BEF",10541
725,"Bluff, AK: Bluff Airport","WQL",15824
726,"Bluffton, OH: Bluffton Airport","OH8",16470
727,"Blythe, CA: Blythe Airport","BLH",10665
728,"Blytheville, AR: Arkansas International","BYH",10838
729,"Blytheville, AR: Blytheville Municipal","HKA",12140
730,"Bo, Sierra Leone: Bo Airport","KBS",12629
731,"Boa Vista, Brazil: Atlas Brasil Cantanhede","BVB",10808
732,"Bobo Dioulasso, Burkina Faso: Bobo Dioulasso Airport","BOY",10724
733,"Boca Raton, FL: Boca Raton Public","BCT",10519
734,"Bocas del Toro, Panama: Bocas del Toro International","BOC",10709
735,"Bodo, Norway: Bodo Airport","BOO",10718
736,"Bodrum, Turkey: Imsik","BJV",10637
737,"Boende, Congo (Kinshasa): Boende Airport","BNB",10694
738,"Bogota, Colombia: El Dorado International","BOG",10711
739,"Bogue, Mauritania: Abbaye","BGH",16574
740,"Boise, ID: Boise Air Terminal","BOI",10713
741,"Boku, Papua New Guinea: Boku Airport","BOQ",10719
742,"Bologna, Italy: Bologna Airport","BLQ",10673
743,"Bolzano, Italy: Bolzano Airport","BZO",10850
744,"Bom Jesus Da Lapa, Brazil: Bom Jesus Da Lapa Airport","LAZ",12894
745,"Boma, Congo (Kinshasa): Boma Airport","BOA",10707
746,"Bomai, Papua New Guinea: Bomai Airport","BMH",10684
747,"Bonaire, Bonaire, Sint Eustatius, and Saba: Flamingo International","BON",10717
748,"Bonanza, Nicaragua: Bonanza Airport","BZA",10845
749,"Bonaventure, Canada: Bonaventure Airport","YVB",16223
750,"Bondoukou, Cote d'Ivoire: Bondoukou/Soko","BDK",10528
751,"Bonners Ferry, ID: Boundary County","QQL",14422
752,"Bonthe, Sierra Leone: Bonthe Airport","BTE",10773
753,"Boos, France: Rouen Vallee de Seine","URO",15490
754,"Booue, Gabon: Booue Airport","BGB",10571
755,"Bora Bora, French Polynesia: Bora Bora Motu Mute","BOB",10708
756,"Bordeaux, France: Bordeaux Merignac","BOD",10710
757,"Bordj Badji Mokhtar, Algeria: Bordj Mokhtar","BMW",10691
758,"Borger, TX: Hutchinson County","BGD",10572
759,"Borlange, Sweden: Borlange Airport","BLE",10662
760,"Bornite/Ruby Creek, AK: Bornite Upper","RLU",14551
761,"Borrego Springs, CA: Borrego Valley","BXS",10832
762,"Borroloola, Australia: Borroloola Airport","BOX",10723
763,"Bosaso, Somalia: Bosaso Airport","BSA",10757
764,"Boscombe, United Kingdom: Boscombe Down","DQT",11400
765,"Boston, MA: Boston City Heliport","JBC",12452
766,"Boston, MA: Logan International","BOS",10721
767,"Boston, MA: Nashua Street Heliport","QQD",14414
768,"Boswell Bay, AK: Boswell Bay Airport","BSW",10769
769,"Bouake, Cote d'Ivoire: Bouake Airport","BYK",10840
770,"Boufarik, Algeria: Boufarik Airport","QFD",14384
771,"Bougainville Island, Papua New Guinea: Kieta","KIE",12688
772,"Boulder City, NV: Boulder City Municipal","BLD",10661
773,"Boundary, AK: Boundary Airport","BYA",10834
774,"Bourke, Australia: Bourke Airport","BRK",10743
775,"Bournemouth, United Kingdom: Bournemouth Airport","BOH",10712
776,"Bowen, Australia: Bowen Airport","ZBO",16291
777,"Bowling Green, KY: Bowling Green-Warren County Regional","BWG",10819
778,"Bowman, ND: Bowman Municipal","BWM",10823
779,"Boxborough, MA: Sheraton Inn Heliport","BXC",10828
780,"Boyne Falls, MI: Boyne Mountain","MI5",10841
781,"Bozeman, MT: Bozeman Yellowstone International","BZN",10849
782,"Bradenburg, Germany: Holzdorf","DE4",16670
783,"Bradford, PA: Bradford Regional","BFD",10557
784,"Bradley Lake Project, AK: Bradley Lake Project Airport","A93",10106
785,"Bradley Lake, AK: Bradley Lake Airport","A23",10036
786,"Brady, TX: Curtis Field","BBD",16665
787,"Brainerd, MN: Brainerd Lakes Regional","BRD",10739
788,"Brampton Island, Australia: Brampton Island Airport","BMP",10690
789,"Brandon, Canada: Brandon Municipal","YBR",16009
790,"Branson, MO: Branson Airport","BKG",10643
791,"Branson, MO: John the Diver","ZBX",16292
792,"Brasilia, Brazil: Presidente Juscelino Kubitschek International","BSB",10758
793,"Bratislava, Slovakia: M. R. Stefanik International","BTS",10782
794,"Bratsk, Russia: Bratsk Airport","BTK",10777
795,"Braunschweig, Germany: Braunschweig/Wolfsburg","BWE",10818
796,"Brazoria, TX: Eagle Air Park","BZT",10853
797,"Brazzaville, Congo (Brazaville): Maya Maya","BZV",10854
798,"Bremen, Germany: Bremen Airport","BRE",10740
799,"Bremerhaven, Germany: Bremerhaven Airport","BRV",10753
800,"Bremerton, WA: Bremerton National","PWT",14323
801,"Brescia, Italy: Montichiari","VBS",15562
802,"Brest, France: Brest Bretagne","BES",10550
803,"Brevig Mission, AK: Brevig Mission Airport","KTS",12822
804,"Brewster, WA: Anderson Field","WA9",16515
805,"Bria, Central African Republic: Bria Airport","BIV",10628
806,"Bridgeport, CT: Igor I Sikorsky Memorial","BDR",10535
807,"Bridger, MT: Bridger Municipal","WQT",15832
808,"Bridgewater, VA: Bridgewater Air Park","VA7",16721
809,"Brigham City, UT: Brigham City Airport","BMC",10680
810,"Brighton Downs, Australia: Brighton Downs Airport","BHT",10605
811,"Brindisi, Italy: Casale","BDS",10536
812,"Brisbane, Australia: Brisbane International","BNE",10696
813,"Bristol, United Kingdom: Bristol Airport","BRS",10750
814,"Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","TRI",15323
815,"Brize Norton, United Kingdom: Brize Norton Airport","BZZ",10856
816,"Brno, Czech Republic: Turany","BRQ",10748
817,"Brochet, Canada: Brochet Airport","YBT",16011
818,"Brockport, NY: Ledgedale Airpark","NY3",16704
819,"Brockville, Canada: Tackaberry","XBR",15903
820,"Broken Bow, NE: Broken Bow Municipal Keith Glaze Field","BBW",16573
821,"Broken Hill, Australia: Broken Hill Airport","BHQ",10602
822,"Bromont, Canada: Bromont Roland Desourdy","ZBM",16290
823,"Bronnoysund, Norway: Bronnoy","BNN",10702
824,"Bronson Creek, Canada: Bronson Creek Airport","YBM",16008
825,"Brookings, OR: Brookings Airport","BOK",10715
826,"Brookings, SD: Brookings Regional","BKX",10655
